timestamp,max_pain_1d,close_price
2024-11-05,250.0751879699248,251.44
2024-11-06,250.0375939849624,288.53
2024-11-07,262.5,296.91
2024-11-08,268.5714285714286,321.22
2024-11-11,255.1137800252845,350.0
2024-11-12,270.1011378002528,328.49
2024-11-13,275.0505689001264,330.24
2024-11-14,280.0,311.18
2024-11-15,279.2857142857143,320.72
2024-11-18,310.2295918367347,338.74
2024-11-19,320.1785714285714,346.0
2024-11-20,322.5924744897959,342.03
2024-11-21,325.0,339.64
2024-11-22,324.2857142857143,352.56
2024-11-25,330.2702702702703,338.59
2024-11-26,335.1930501930502,338.23
2024-11-27,335.0836550836551,332.89
2024-11-29,332.1428571428572,345.16
2024-12-02,332.7435064935065,357.09
2024-12-03,340.1818181818182,351.42
2024-12-04,340.1038961038961,357.93
2024-12-05,342.5,369.49
2024-12-06,350.0,389.22
2024-12-09,360.353866317169,389.79
2024-12-10,365.2490170380079,400.99
2024-12-11,375.1376146788991,424.77
2024-12-12,387.5,418.1
2024-12-13,380.3571428571428,436.23
2024-12-16,337.688492063492,463.02
2024-12-17,350.1322751322751,479.86
2024-12-18,375.0992063492063,440.13
2024-12-19,370.0,436.17
2024-12-20,377.8571428571428,421.06
2024-12-23,422.9906542056075,430.6
2024-12-24,420.3204272363151,462.28
2024-12-26,427.5,454.13
2024-12-27,432.8571428571428,431.66
2024-12-30,433.0357142857143,417.41
2024-12-31,425.3369272237197,403.84
2025-01-02,420.0,379.28
2025-01-03,395.7142857142857,410.44
2025-01-06,400.4081632653061,411.05
2025-01-07,405.2585034013605,394.36
2025-01-08,400.1224489795918,394.94
2025-01-10,378.5714285714286,394.74
2025-01-13,264.7733516483516,403.31
2025-01-14,274.8489010989011,396.36
2025-01-15,279.9450549450549,428.22
2025-01-16,290.0,413.82
2025-01-17,302.1428571428572,426.5
2025-01-21,415.2635228848821,424.07
2025-01-22,415.1317614424411,415.11
2025-01-23,415.0,412.38
2025-01-24,409.6428571428572,406.58
2025-01-27,407.8256302521008,397.15
2025-01-28,400.1960784313725,398.09
2025-01-29,400.0980392156863,389.1
2025-01-30,397.5,400.28
2025-01-31,397.8571428571428,404.6
2025-02-03,402.9273255813953,383.68
2025-02-04,390.2093023255814,392.21
2025-02-05,390.1046511627907,378.17
2025-02-06,385.0,374.32
2025-02-07,377.8571428571428,361.62
2025-02-10,375.1230949589684,350.73
2025-02-11,365.0586166471278,328.5
2025-02-12,350.0117233294255,336.51
2025-02-13,347.5,355.94
2025-02-14,349.2857142857143,355.84
2025-02-18,350.0472813238771,354.11
2025-02-19,347.5088652482269,360.56
2025-02-20,347.5,354.4
2025-02-21,342.1428571428572,337.8
2025-02-24,350.0357568533969,330.53
2025-02-25,345.0119189511323,302.8
2025-02-26,320.0,290.8
2025-02-27,315.0,281.95
2025-02-28,301.4285714285714,292.98
2025-03-03,305.0180288461539,284.65
2025-03-04,302.5060096153846,272.04
2025-03-05,294.9939903846154,279.1
2025-03-06,290.0,263.45
2025-03-07,275.7142857142857,262.67
2025-03-10,269.8909090909091,222.15
2025-03-11,249.8787878787879,230.58
2025-03-12,249.9393939393939,248.09
2025-03-13,250.0,240.68
2025-03-14,250.0,249.98
2025-03-17,249.8166259168704,238.01
2025-03-18,244.8899755501222,225.31
2025-03-19,237.4358190709046,235.86
2025-03-20,235.0,236.26
2025-03-21,231.4285714285714,248.71
2025-03-24,244.8705302096178,278.39
2025-03-25,257.444512946979,288.14
2025-03-26,259.9753390875462,272.06
2025-03-27,260.0,273.13
2025-03-28,265.0,263.55
2025-03-31,264.9440298507463,259.16
2025-04-01,259.9502487562189,268.46
2025-04-02,262.7051671732523,282.76
2025-04-03,265.0,267.28
2025-04-04,262.1428571428572,239.43
2025-04-07,250.030612244898,233.29
2025-04-08,245.0102040816327,221.86
2025-04-09,240.0102040816327,272.2
2025-04-10,245.0,252.4
2025-04-11,246.6666666666667,252.31
2025-04-14,255.0513347022587,252.35
2025-04-15,250.0205338809035,254.11
2025-04-16,250.0,241.55
2025-04-17,245.3125,241.37
2025-04-21,245.0465838509317,227.5
2025-04-22,240.0207039337474,237.97
2025-04-23,240.0103519668737,250.74
2025-04-24,245.0,259.51
2025-04-25,249.6428571428571,284.95
2025-04-28,262.6329509906152,285.88
2025-04-29,267.5990615224192,292.03
2025-04-30,270.0521376433785,282.16
2025-05-01,270.0,280.52
2025-05-02,272.1428571428572,287.21
2025-05-05,275.1733193277311,280.26
2025-05-06,272.6102941176471,275.35
2025-05-07,272.5551470588235,276.22
2025-05-08,272.5,284.82
2025-05-12,270.1269841269841,318.38
2025-05-13,280.1058201058201,334.07
2025-05-14,287.5608465608466,347.68
2025-05-15,295.0,342.82
2025-05-16,297.1428571428572,349.98
2025-05-19,320.2558635394456,342.09
2025-05-20,322.6759061833689,343.82
2025-05-21,330.0852878464819,334.62
2025-05-22,330.0,341.04
2025-05-23,328.5714285714286,339.34
2025-05-27,322.6557465091299,362.89
2025-05-28,340.0966702470462,356.9
2025-05-29,340.0,358.43
2025-05-30,339.2857142857143,346.46
2025-06-02,337.7840909090909,342.69
2025-06-03,337.6677489177489,344.27
2025-06-04,337.5838744588744,332.05
2025-06-05,335.0,284.7
2025-06-06,306.4285714285714,295.14
2025-06-09,310.0654307524537,308.58
2025-06-10,305.0327153762268,326.09
2025-06-11,312.535441657579,326.43
2025-06-12,315.0,319.11
2025-06-13,312.1428571428572,325.31
2025-06-16,300.0659340659341,329.13
2025-06-17,300.043956043956,316.35
2025-06-18,300.021978021978,321.99
2025-06-20,302.8571428571428,322.14
2025-06-23,320.1328903654485,348.71
2025-06-24,335.0996677740864,340.47
2025-06-25,335.0498338870432,327.55
2025-06-26,330.0,325.78
2025-06-27,327.5,323.79
2025-06-30,325.0780379041249,317.66
2025-07-01,322.536231884058,300.71
2025-07-02,315.0,315.65
2025-07-03,310.3125,315.35
2025-07-07,315.0843644544432,293.94
2025-07-08,300.0224971878515,297.81
2025-07-09,300.0112485939258,295.84
2025-07-10,297.5,309.87
2025-07-11,300.7142857142857,313.51
2025-07-14,307.5595238095238,316.97
2025-07-15,310.0453514739229,310.78
2025-07-16,307.5198412698413,321.67
2025-07-17,310.0,319.41
2025-07-18,310.7142857142857,329.65
2025-07-21,317.5942857142857,328.49
2025-07-22,320.0685714285714,332.11
2025-07-23,320.0342857142857,332.56
2025-07-24,325.0,305.3
2025-07-25,307.1428571428572,316.06
2025-07-28,312.5777649769585,325.59
2025-07-29,320.0691244239632,321.2
2025-07-30,317.5316820276498,319.04
2025-07-31,315.0,308.27
2025-08-01,312.5,301.06
2025-08-04,310.0696864111498,309.26
2025-08-05,310.0464576074332,308.72
2025-08-06,310.0348432055749,319.91
2025-08-07,310.0,322.27
2025-08-08,310.0,329.68
2025-08-11,315.1229508196722,339.03
2025-08-12,320.1170960187354,340.79
2025-08-13,320.0585480093677,339.24
2025-08-14,325.0,335.58
2025-08-15,323.9285714285714,330.56
2025-08-18,330.2125147579693,335.16
2025-08-19,332.6475796930342,329.31
2025-08-20,330.0708382526564,323.9
2025-08-21,325.0,320.11
2025-08-22,322.5,340.01
2025-08-25,327.7053571428572,346.6
2025-08-26,330.1428571428571,351.79
2025-08-27,335.0892857142857,349.6
2025-08-28,335.0,345.98
2025-08-29,335.7142857142857,333.86
2025-09-02,337.6620648259304,329.4
2025-09-03,332.5750300120048,334.09
2025-09-04,335.0,338.62
2025-09-05,334.6428571428572,350.81
2025-09-08,337.7451573849879,346.4
2025-09-09,342.6755447941889,346.99
2025-09-10,345.090799031477,347.79
2025-09-11,345.0,368.81
2025-09-12,349.2857142857143,395.94
2025-09-15,345.2747252747253,410.04
2025-09-16,359.9297423887588,421.62
2025-09-17,359.9648711943794,425.86
2025-09-18,367.5,416.85
2025-09-19,372.8571428571428,426.07
2025-09-22,400.0,434.21
2025-09-23,415.0354191263282,425.85
2025-09-24,417.5206611570248,442.79
2025-09-25,420.0,423.39
2025-09-26,418.5714285714286,440.4
2025-09-29,420.0714285714286,443.21
2025-09-30,422.5535714285714,444.72
2025-10-01,425.0297619047619,459.46
2025-10-02,430.0,436.0
2025-10-03,432.8571428571428,429.83
2025-10-06,430.1080432172869,453.25
2025-10-07,430.0720288115246,433.09
2025-10-08,430.0360144057623,438.69
2025-10-09,430.0,435.54
2025-10-10,425.7142857142857,413.49
2025-10-13,400.0,435.9
2025-10-14,402.5060532687651,429.24
2025-10-15,405.0060532687651,435.15
2025-10-16,405.0,428.75
2025-10-17,410.0,439.31
2025-10-20,425.091575091575,447.43
2025-10-21,425.0610500610501,442.6
2025-10-22,425.030525030525,438.97
2025-10-23,430.0,448.98
2025-10-24,430.0,433.72
2025-10-27,425.0923645320197,452.42
2025-10-28,435.0862068965517,460.55
2025-10-29,440.0492610837438,461.51
2025-10-30,440.0,440.1
2025-10-31,440.0,456.56
2025-11-03,440.1490683229813,468.37
2025-11-04,450.0,444.26
2025-11-05,444.9937888198757,462.07
